Category Code,Category Label
12207,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified"
12207001,"Bread, damper, from wholemeal flour, commercial"
12207002,"Bread, damper, from wholemeal flour, commercial, toasted"
12207003,"Bread, from wholemeal flour, commercial"
12207004,"Bread, from wholemeal flour, commercial, toasted"
12207005,"Bread, from wholemeal flour, added seeds, commercial"
12207006,"Bread, from wholemeal flour, added seeds, commercial, toasted"
12207007,"Bread, from wholemeal flour, mixed grain & seeds, commercial"
12207008,"Bread, from wholemeal flour, mixed grain & seeds, commercial, toasted"
12207009,"Bread, from wholemeal flour, mixed grain, with quinoa & flaxseeds, commercial"
12207010,"Bread, from wholemeal flour, mixed grain, with quinoa & flaxseeds, commercial, toasted"
12207011,"Bread, from wholemeal flour, extra grainy, four seeds, commercial"
12207012,"Bread, from wholemeal flour, extra grainy, four seeds, commercial, toasted"
12207013,"Bread, from wholemeal flour, extra grainy & seeds, commercial"
12207014,"Bread, from wholemeal flour, extra grainy & seeds, commercial, toasted"
12207015,"Bread, from wholemeal flour, extra grainy & seeds, added oats, commercial"
12207016,"Bread, from wholemeal flour, extra grainy & seeds, added oats, commercial, toasted"
12207017,"Bread, from wholemeal flour, sour dough, commercial"
12207018,"Bread, from wholemeal flour, sour dough, commercial, toasted"
12207019,"Bread, from white & wholemeal flour, commercial"
12207020,"Bread, from white & wholemeal flour, commercial, toasted"
12207021,"Bread roll, from wholemeal flour, commercial"
12207022,"Bread roll, from wholemeal flour, commercial, toasted"
12208,"Breads, and bread rolls, wholemeal and brown, additional voluntary fortification"
12208001,"Bread, from wholemeal flour, commercial, added fibre"
12208002,"Bread, from wholemeal flour, commercial, added fibre, toasted"
12208003,"Bread, from wholemeal flour, commercial, added fibre & vitamins B1, B3, B6 & E, Fe & Zn"
12208004,"Bread, from wholemeal flour, commercial, added fibre & vitamins B1, B3, B6 & E, Fe & Zn, toasted"
12208005,"Bread, from wholemeal flour, commercial, added iron"
12208006,"Bread, from wholemeal flour, commercial, added iron, toasted"
12208007,"Bread, from wholemeal flour, commercial, added omega-3 polyunsaturates"
12208008,"Bread, from wholemeal flour, commercial, added omega-3 polyunsaturates, toasted"
12209,"Breads, and bread rolls, wholemeal, not stated as to fortification"
12209001,"Bread, damper, from wholemeal flour, homemade from basic ingredients"
12209002,"Bread, from wholemeal flour, organic, commercial"
12209003,"Bread, from wholemeal flour, organic, commercial, toasted"
12209004,"Bread, from wholemeal flour, commercial, fresh, not further defined"
12209005,"Bread, from wholemeal flour, commercial, toasted, not further defined"
12209006,"Bread, from wholemeal flour, homemade from basic ingredients, added salt"
12209007,"Bread, from wholemeal flour, homemade from basic ingredients, added salt, toasted"
12209008,"Bread, from wholemeal flour, for homemade sandwiches"
12209009,"Bread, from wholemeal flour, for homemade sandwiches, toasted"
12210,"Breads, and bread rolls, rye, mandatorily fortified"
12210001,"Bread, from rye flour, dark, commercial"
12210002,"Bread, from rye flour, dark, commercial, toasted"
12210003,"Bread, from rye flour, light, commercial"
12210004,"Bread, from rye flour, light, commercial, toasted"
12210005,"Bread, from rye flour, sour dough, commercial"
12210006,"Bread, from rye flour, sour dough, commercial, toasted"
12210007,"Bread, from rye flour, added grains, commercial"
12210008,"Bread, from rye flour, added grains, commercial, toasted"
12210009,"Bread, pumpernickel, commercial"
12210010,"Bread, pumpernickel, commercial, toasted"
12211,"Breads, and bread rolls, rye, additional voluntary fortification"
12212,"Breads, and bread rolls, rye, not stated as to fortification"
12212001,"Bread, from rye flour, organic, commercial"
12212002,"Bread, from rye flour, organic, commercial, toasted"
12212003,"Bread, from rye flour, homemade from basic ingredients"
12212004,"Bread, from rye flour, homemade from basic ingredients, toasted"
12213,"Breads, and bread rolls, gluten free"
12213001,"Bread, gluten free, commercial"
12213002,"Bread, gluten free, commercial, toasted"
12213003,"Bread, gluten free, with added grains, commercial"
12213004,"Bread, gluten free, with added grains, commercial, toasted"
12213005,"Bread, gluten free, homemade from basic ingredients"
12213006,"Bread, gluten free, homemade from basic ingredients, toasted"
12214,"Breads, and bread rolls, not stated as to major flour or fortification"
12214001,"Bread, corn"
12214002,"Bread, commercial, fresh, not further defined"
12214003,"Bread, commercial, toasted, not further defined"
12214004,"Bread, homemade from basic ingredients, not further defined"
12214005,"Bread, homemade from basic ingredients, not further defined, toasted"
12214006,"Bread roll, commercial, fresh, not further defined"
12214009,"Bread, tortilla, for use in Mexican recipes"
123,"English-style muffins, flat breads, and savoury and sweet breads"
12301,English-style muffins
12301001,"Muffin, English style, from white flour, commercial, fresh/untoasted"
12301002,"Muffin, English style, from white flour, commercial, toasted"
12301003,"Muffin, English style, from white flour, commercial, added dried fruit, toasted"
12301004,"Muffin, English style, from wholemeal flour, commercial, toasted"
12301005,"Muffin, English style, mixed grain, commercial, toasted"
12302,"Flat breads (e.g. Pita bread), wheat based"
12302001,"Bread, chapatti, commercial"
12302002,"Bread, flat (pita or Lebanese), white, commercial"
12302003,"Bread, flat (pita or Lebanese), white, commercial, toasted"
12302004,"Bread, flat (pita or Lebanese), wholemeal, commercial"
12302005,"Bread, flat (pita or Lebanese), wholemeal, commercial, toasted"
12302006,"Bread, flat wrap, white, commercial"
12302007,"Bread, flat wrap, white, commercial, toasted"
12302008,"Bread, flat wrap or tortilla, mixed grain"
12302009,"Bread, flat wrap or tortilla, mixed grain, toasted"
12302010,"Bread, flat wrap or tortilla, wholemeal, commercial"
12302011,"Bread, flat wrap or tortilla, wholemeal, commercial, toasted"
12302012,"Bread, Roti, commercial"
12302013,"Bread, tortilla, white, commercial"
12302014,"Bread, tortilla, white, commercial, toasted"
12302015,"Bread, flat, not further defined, commercial"
12302016,"Bread, flat, not further defined, commercial, toasted"
12303,"Flat breads (e.g. Pita bread), other cereal flours"
12303001,"Bread, flat wrap, corn, commercial"
12303002,"Bread, flat wrap, corn, commercial, toasted"
12303003,"Bread, flat wrap or tortilla, rice, commercial"
12303004,"Bread, flat wrap or tortilla, rye, commercial"
12303005,"Bread, flat wrap or tortilla, rye, commercial, toasted"
12303006,"Bread, tortilla, corn, commercial"
12303007,"Bread, tortilla, corn, commercial, toasted"
12304,Savoury filled or topped breads and bread rolls
12304001,"Bread or bread roll, topped/mixed with cheese"
12304002,"Bread or bread roll, topped/mixed with cheese & bacon"
12304003,"Bread or bread roll, topped/mixed with cheese & frankfurt"
12304004,"Bread or bread roll, topped/mixed with cheese, meat & vegetables"
12304005,"Bread or bread roll, topped/mixed with cheese & vegemite"
12304006,"Bread or bread roll, topped/mixed with cheese & vegetables"
12304007,"Bread or bread roll, topped/mixed with olives"
12304008,"Bread or bread roll, topped/mixed with spinach & fetta"
12305,"Sweet breads, buns and scrolls, uniced, unfilled"
12305001,"Bagel, fruit, commercial"
12305002,"Bagel, fruit, commercial, toasted"
12305003,"Bread, from wheat flour, commercial, added dried fruit"
12305004,"Bread, from wheat flour, commercial, added dried fruit, toasted"
12305005,"Bread, from wheat flour, homemade from basic ingredients, added dried fruit"
12305006,"Bread, from wheat flour, homemade from basic ingredients, added dried fruit, toasted"
12305007,"Bun, sweet, chocolate or with chocolate chips, uniced"
12305008,"Bun, sweet, with sultanas, uniced"
12305009,"Bun, sweet, with fruit (other than sultanas), uniced"
12305010,Panettone
12306,"Sweet breads, buns and scrolls, iced and/or filled"
12306001,"Bun, sweet, steamed bun, filled with bean paste"
12306002,"Bun, sweet, sticky cinnamon, with icing"
12306003,"Bun, sweet, with custard, iced"
12306004,"Bun, sweet, with sultanas, iced"
12306005,"Bun, sweet, with fruit (other than sultanas), iced"
12306006,"Bun, sweet, with fruit (other than sultanas) & nuts, iced"
12306007,"Bun, sweet, with mock cream & jam, uniced"
12306008,"Bun, sweet, with taro"
12306009,"Bun, sweet, not further defined"
12307,Fried bread products and garlic breads
12307001,"Bread, garlic or herb, commercial, cooked"
12307002,"Bread, garlic or herb, homemade, cooked"
12307003,"French toast, white bread, plain"
12307004,"French toast, wholemeal bread, plain"
124,Pasta and pasta products (without sauce)
12401,"Pasta and noodles, wheat based, other than instant noodles"
12401001,"Noodle, wheat, Asian style, cooked"
12401002,"Noodle, wheat with egg, plain, dry"
12401003,"Noodle, wheat with egg, plain, boiled, no added fat"
12401004,"Noodle, cooked, not further defined"
12401005,"Pasta, white wheat flour, plain, dry"
12401006,"Pasta, white wheat flour, plain, boiled from dry, no added salt"
12401007,"Pasta, white wheat flour, plain, boiled from dry, with added salt"
12401008,"Pasta, white wheat flour, plain, fresh, uncooked"
12401009,"Pasta, white wheat flour, plain, fresh, boiled, no added salt"
12401010,"Pasta, white wheat flour, plain, homemade, boiled, no added salt"
12401011,"Pasta, white wheat flour, plain, homemade, boiled, with added salt"
12401012,"Pasta, white wheat flour & egg, plain, dry"
12401013,"Pasta, white wheat flour & egg, plain, boiled, no added salt"
12401014,"Pasta, white wheat flour & egg, plain, boiled, with added salt"
12401015,"Pasta, white wheat flour & spinach, plain, dry"
12401016,"Pasta, white wheat flour & spinach, plain, boiled, no added salt"
12401017,"Pasta, white wheat flour & spinach, plain, boiled, with added salt"
12401018,"Pasta, wholemeal wheat flour, plain, dry"
12401019,"Pasta, wholemeal wheat flour, plain, boiled from dry, no added salt"
12401020,"Pasta, wholemeal wheat flour, plain, boiled from dry, with added salt"
12401023,"Pasta, unfilled, for homemade pasta recipes"
12402,"Instant noodles and noodle products, wheat based"
12402001,"Noodle, wheat, instant, unflavoured, dry, uncooked"
12402002,"Noodle, wheat, instant, unflavoured, boiled, drained"
12402003,"Noodle, wheat, instant, unflavoured, boiled, undrained"
12402004,"Noodle, wheat, instant, flavoured, dry, uncooked"
12402005,"Noodle, wheat, instant, flavoured, boiled, drained"
12402006,"Noodle, wheat, instant, flavoured, boiled, undrained"
12402007,"Noodle, wheat, instant, flavoured, fried or stir-fried, with or without fat"
12402008,"Noodle, wheat, instant, low fat, unflavoured, boiled, drained"
12402009,"Noodle, wheat, instant, low fat, unflavoured, boiled, undrained"
12402010,"Noodle, wheat, instant, low fat, flavoured, boiled, drained"
12402011,"Noodle, wheat, instant, low fat, flavoured, boiled, undrained"
12402012,"Noodle, wheat, instant, not further defined"
12403,"Pasta and noodles, not wheat based"
12403002,"Noodle, buckwheat or soba, boiled, drained"
12403003,"Noodle, rice stick, boiled, drained"
12403004,"Pasta, gluten free, plain, boiled from dry, no added salt"
12403005,"Pasta, gluten free, plain, boiled from dry, with added salt"
12403006,"Pasta, maize flour (corn) based, plain, dry"
12403007,"Pasta, maize flour (corn) based, plain, cooked"
12404,Filled pasta
12404001,"Pasta, filled with meat, fresh, commercial, boiled, without added sauce"
12404002,"Pasta, filled with spinach & ricotta, fresh, commercial, boiled, without added sauce"
12404003,"Pasta, filled with spinach & ricotta, fresh, homemade, boiled, without added sauce"
12404004,"Pasta, filled with vegetables, fresh, commercial, boiled, without added sauce"
125,"Breakfast cereals, ready to eat"
12501,"Breakfast cereal, corn based"
12501001,"Breakfast cereal, flakes of corn, unfortified"
12501002,"Breakfast cereal, flakes of corn, no added sugar or salt, unfortified"
12501003,"Breakfast cereal, puffed or popped corn, no added sugar or salt, unfortified"
12502,"Breakfast cereal, corn based, fortified"
12502001,"Breakfast cereal, crispy corn pillows, honey, added vitamins B1, B2, B3 & folate"
12502002,"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3 & folate"
12502003,"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3, C & folate, Fe & Zn"
12502004,"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3, B6, E & folate & Fe"
12502005,"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3 & folate & Fe"
12502006,"Breakfast cereal, flakes of corn, with psyllium, added vitamins B1, B2, B3 & folate & Fe"
12502007,"Breakfast cereal, flakes of corn, not further defined"
12502008,"Breakfast cereal, flakes of corn, added nuts, added vitamins B1, B2, B3, C & folate, Fe & Zn"
